LEA Code,LEA Name,Site Code,Site Name,In School Suspension,In School Expulsion,Out of School Suspension,Out of School Expulsion
055,Terrebonne Parish,055021,Lacache Middle School                             ,8.46%,<5%,12.94%,<5%
055,Terrebonne Parish,055022,Legion Park Middle School                         ,10.96%,<5%,23.29%,<5%
055,Terrebonne Parish,055023,Lisa Park Elementary School                       ,<5%,<5%,<5%,<5%
055,Terrebonne Parish,055025,Montegut Elementary School                        ,<5%,<5%,<5%,<5%
055,Terrebonne Parish,055026,Montegut Middle School                            ,<5%,<5%,9.75%,<5%
055,Terrebonne Parish,055027,Mulberry Elementary School                        ,<5%,<5%,<5%,<5%
055,Terrebonne Parish,055028,Oaklawn Junior High School                        ,15.34%,<5%,19.96%,<5%
055,Terrebonne Parish,055029,Oakshire Elementary School                        ,<5%,<5%,8.77%,<5%
055,Terrebonne Parish,055030,Pointe-aux-Chenes Elementary School               ,<5%,<5%,8.09%,<5%
055,Terrebonne Parish,055033,Schriever Elementary School                       ,<5%,<5%,<5%,<5%
055,Terrebonne Parish,055034,South Terrebonne High School                      ,11.08%,<5%,10.56%,<5%
055,Terrebonne Parish,055035,Southdown Elementary School                       ,<5%,<5%,19.02%,<5%
055,Terrebonne Parish,055036,Terrebonne High School                            ,24.68%,<5%,9.58%,<5%
055,Terrebonne Parish,055038,Upper Little Caillou Elementary School            ,<5%,<5%,<5%,<5%
055,Terrebonne Parish,055039,Village East Elementary School                    ,<5%,<5%,23.03%,<5%
055,Terrebonne Parish,055041,West Park Elementary School                       ,<5%,<5%,<5%,<5%
055,Terrebonne Parish,055044,Grand Caillou Middle School                       ,<5%,<5%,18.21%,<5%
056,Union Parish,056001,Bernice Elementary School                         ,<5%,<5%,<5%,<5%
056,Union Parish,056002,Downsville Charter School                         ,<5%,<5%,8.44%,<5%
056,Union Parish,056003,Farmerville Elementary School                     ,<5%,<5%,8.84%,<5%
056,Union Parish,056004,Farmerville High School                           ,52.11%,<5%,36.85%,<5%
056,Union Parish,056005,Farmerville Junior High School                    ,<5%,<5%,33.24%,<5%
056,Union Parish,056010,Marion Elementary School                          ,<5%,<5%,<5%,<5%
056,Union Parish,056012,Spearsville K-8 School                            ,33.57%,<5%,29.02%,<5%
057,Vermilion Parish,057001,Abbeville High School                             ,32.18%,<5%,20.3%,<5%
057,Vermilion Parish,057003,Dozier Elementary School                          ,<5%,<5%,<5%,<5%
057,Vermilion Parish,057005,Eaton Park Elementary School                      ,19.56%,<5%,9.03%,<5%
057,Vermilion Parish,057006,Erath High School                                 ,27.95%,<5%,8.53%,<5%
057,Vermilion Parish,057007,Forked Island/E. Broussard Elem School            ,<5%,<5%,<5%,<5%
057,Vermilion Parish,057008,Gueydan High School                               ,7.84%,<5%,10.45%,<5%
057,Vermilion Parish,057010,James A. Herod Elementary School                  ,28.32%,<5%,17.12%,<5%
057,Vermilion Parish,057012,Kaplan Elementary School                          ,7.8%,<5%,<5%,<5%
057,Vermilion Parish,057013,Kaplan High School                                ,23.85%,<5%,9.17%,<5%
057,Vermilion Parish,057014,Cecil Picard Elementary School at Maurice         ,<5%,<5%,<5%,<5%
057,Vermilion Parish,057015,Meaux Elementary School                           ,<5%,<5%,<5%,<5%
057,Vermilion Parish,057016,North Vermilion High School                       ,19.06%,<5%,7.49%,<5%
057,Vermilion Parish,057017,Jesse Owens Elementary School                     ,7.62%,<5%,7.62%,<5%
057,Vermilion Parish,057019,Rene A. Rost Middle School                        ,19.69%,<5%,14.82%,<5%
057,Vermilion Parish,057020,Seventh Ward Elementary School                    ,<5%,<5%,<5%,<5%
057,Vermilion Parish,057023,J.H. Williams Middle School                       ,43.64%,<5%,28.81%,<5%
057,Vermilion Parish,057024,Erath Middle School                               ,22.67%,<5%,10.08%,<5%
057,Vermilion Parish,057027,Indian Bayou Elementary School                    ,8.25%,<5%,11.88%,<5%
057,Vermilion Parish,057029,Leblanc Elementary School                         ,5.67%,<5%,6.5%,<5%
058,Vernon Parish,058001,Anacoco High School                               ,<5%,<5%,18.03%,<5%
058,Vernon Parish,058002,East Leesville Elementary School                  ,<5%,<5%,<5%,<5%
058,Vernon Parish,058003,Evans High School                                 ,<5%,<5%,5.25%,<5%
058,Vernon Parish,058004,Hicks High School                                 ,10.71%,<5%,8.88%,<5%
058,Vernon Parish,058005,Hornbeck High School                              ,<5%,<5%,<5%,<5%
058,Vernon Parish,058006,Leesville High School                             ,20.19%,<5%,18.93%,<5%
058,Vernon Parish,058007,Leesville Junior High School                      ,28.26%,<5%,18.12%,<5%
058,Vernon Parish,058008,Pickering Elementary School                       ,<5%,<5%,<5%,<5%
058,Vernon Parish,058009,Pickering High School                             ,16.04%,<5%,16.74%,<5%
058,Vernon Parish,058010,Pitkin High School                                ,9.12%,<5%,<5%,<5%
058,Vernon Parish,058011,South Polk Elementary School                      ,<5%,<5%,<5%,<5%
058,Vernon Parish,058012,Rosepine High School                              ,<5%,<5%,19.56%,<5%
058,Vernon Parish,058013,Simpson High School                               ,<5%,<5%,<5%,<5%
058,Vernon Parish,058014,Vernon Middle School                              ,<5%,<5%,10.96%,<5%
058,Vernon Parish,058015,West Leesville Elementary School                  ,<5%,<5%,6.75%,<5%
058,Vernon Parish,058016,Rosepine Elementary School                        ,<5%,<5%,7.91%,<5%
058,Vernon Parish,058018,Anacoco Elementary School                         ,<5%,<5%,<5%,<5%
058,Vernon Parish,058019,North Polk Elementary School                      ,<5%,<5%,<5%,<5%
059,Washington Parish,059002,Enon Elementary School                            ,<5%,<5%,<5%,<5%
059,Washington Parish,059003,Franklinton Elementary School                     ,14.18%,<5%,<5%,<5%
059,Washington Parish,059004,Franklinton Junior High School                    ,12.74%,<5%,<5%,<5%
059,Washington Parish,059005,Franklinton Primary School                        ,<5%,<5%,<5%,<5%
059,Washington Parish,059006,Franklinton High School                           ,13.68%,<5%,<5%,<5%
059,Washington Parish,059007,Mt. Hermon School                                 ,17.16%,<5%,<5%,<5%
059,Washington Parish,059008,Pine School                                       ,15.37%,<5%,<5%,<5%
059,Washington Parish,059009,Thomas Elementary School                          ,5.49%,<5%,<5%,<5%
059,Washington Parish,059011,Varnado High School                               ,30.19%,<5%,<5%,<5%
059,Washington Parish,059013,Wesley Ray Elementary School                      ,8.76%,<5%,<5%,<5%
060,Webster Parish,060001,Brown Upper Elementary School                     ,<5%,<5%,5.75%,<5%
060,Webster Parish,060002,Browning Elementary School                        ,<5%,<5%,<5%,<5%
060,Webster Parish,060004,North Webster Upper Elementary School             ,<5%,<5%,<5%,<5%
060,Webster Parish,060005,Doyline High School                               ,<5%,<5%,12.73%,<5%
060,Webster Parish,060007,J. E. Harper Elementary School                    ,<5%,<5%,<5%,<5%
060,Webster Parish,060008,Central Elementary School                         ,7.49%,<5%,<5%,<5%
060,Webster Parish,060010,J. L. Jones Elementary School                     ,<5%,<5%,5.04%,<5%
060,Webster Parish,060012,Minden High School                                ,15.44%,<5%,16.61%,<5%
060,Webster Parish,060013,J. A. Phillips Middle School                      ,<5%,<5%,13.39%,<5%
060,Webster Parish,060014,E. S. Richardson Elementary School                ,<5%,<5%,9.47%,<5%
060,Webster Parish,060015,North Webster Junior High School                  ,18.1%,<5%,16.09%,<5%
060,Webster Parish,060018,Lakeside Junior-Senior High School                ,20.82%,<5%,9.07%,<5%
060,Webster Parish,060019,North Webster High School                         ,18.54%,<5%,11.76%,<5%
060,Webster Parish,060023,Webster Junior High School                        ,<5%,<5%,18.95%,<5%
061,West Baton Rouge Parish,061001,Brusly High School                                ,6.22%,<5%,<5%,<5%
061,West Baton Rouge Parish,061002,Brusly Middle School                              ,14.44%,<5%,<5%,<5%
061,West Baton Rouge Parish,061003,Chamberlin Elementary School                      ,5.94%,<5%,<5%,<5%
061,West Baton Rouge Parish,061004,Cohn Elementary School                            ,26.44%,<5%,<5%,<5%
061,West Baton Rouge Parish,061005,Devall Middle School                              ,30.77%,<5%,<5%,<5%
061,West Baton Rouge Parish,061006,Lukeville Upper Elementary School                 ,9.71%,<5%,<5%,<5%
061,West Baton Rouge Parish,061007,Port Allen Elementary School                      ,6.33%,<5%,<5%,<5%
061,West Baton Rouge Parish,061008,Port Allen High School                            ,39.18%,<5%,<5%,<5%
061,West Baton Rouge Parish,061009,Port Allen Middle School                          ,30.83%,<5%,<5%,<5%
061,West Baton Rouge Parish,061011,Brusly Elementary School                          ,<5%,<5%,<5%,<5%
062,West Carroll Parish,062001,Epps High School                                  ,<5%,<5%,5.26%,<5%
062,West Carroll Parish,062003,Forest School                                     ,6.39%,<5%,<5%,<5%
062,West Carroll Parish,062005,Kilbourne High School                             ,<5%,<5%,<5%,<5%
062,West Carroll Parish,062006,Oak Grove High School                             ,5.1%,<5%,<5%,<5%
062,West Carroll Parish,062014,Oak Grove Elementary School                       ,<5%,<5%,<5%,<5%
063,West Feliciana Parish,063001,Bains Elementary School                           ,6.46%,<5%,<5%,<5%
063,West Feliciana Parish,063003,West Feliciana High School                        ,24.83%,<5%,19.04%,<5%
063,West Feliciana Parish,063005,Bains Lower Elementary School                     ,<5%,<5%,<5%,<5%
063,West Feliciana Parish,063006,West Feliciana Middle School                      ,24.45%,<5%,14.96%,<5%
064,Winn Parish,064001,Atlanta School                                    ,14.44%,<5%,<5%,<5%
064,Winn Parish,064002,Calvin High School                                ,11.25%,<5%,<5%,<5%
064,Winn Parish,064003,Dodson High School                                ,9.68%,<5%,<5%,<5%
064,Winn Parish,064006,Winnfield Primary School                          ,<5%,<5%,<5%,<5%
064,Winn Parish,064008,Winnfield Middle School                           ,29.14%,<5%,<5%,<5%
064,Winn Parish,064009,Winnfield Senior High School                      ,<5%,<5%,7.42%,<5%
064,Winn Parish,064010,Winnfield Intermediate School                     ,<5%,<5%,6.61%,<5%
065,City of Monroe School District,065002,Carroll High School                               ,5.69%,<5%,25.23%,<5%
065,City of Monroe School District,065003,Carroll Junior High School                        ,5.16%,<5%,33.97%,<5%
065,City of Monroe School District,065004,Carver Elementary School                          ,<5%,<5%,9.38%,<5%
065,City of Monroe School District,065005,J.S. Clark Magnet Elementary School               ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065006,Barkdull Faulk Elementary School                  ,<5%,<5%,8.54%,<5%
065,City of Monroe School District,065007,Clara Hall Accelerated School                     ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065008,Sallie Humble Elementary School                   ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065009,Martin Luther King Junior High School             ,<5%,<5%,25.7%,<5%
065,City of Monroe School District,065010,Berg Jones Elementary School                      ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065011,Robert E. Lee Junior High School                  ,<5%,<5%,25.71%,<5%
065,City of Monroe School District,065012,Lexington Elementary School                       ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065013,Lincoln Elementary School                         ,<5%,<5%,9.38%,<5%
065,City of Monroe School District,065014,Neville High School                               ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065015,Minnie Ruffin Elementary School                   ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065018,Wossman High School                               ,<5%,<5%,14.84%,<5%
065,City of Monroe School District,065023,Sherrouse School                                  ,<5%,<5%,31.68%,<5%
065,City of Monroe School District,065024,Cypress Point Elementary School                   ,<5%,<5%,12.5%,<5%
065,City of Monroe School District,065026,Madison James Foster Elementary School            ,<5%,<5%,<5%,<5%
065,City of Monroe School District,065028,Thomas Jefferson Elementary                       ,<5%,<5%,<5%,<5%
066,City of Bogalusa School District,066001,Bogalusa Middle School                            ,40.53%,<5%,<5%,<5%
066,City of Bogalusa School District,066002,Bogalusa High School                              ,15.24%,<5%,<5%,<5%
066,City of Bogalusa School District,066003,Byrd Avenue Elementary School                     ,17.7%,<5%,5.01%,<5%
066,City of Bogalusa School District,066005,Denhamtown Elementary School                      ,<5%,<5%,6.25%,<5%
066,City of Bogalusa School District,066007,Northside Technology Middle School                ,30.22%,<5%,14.74%,<5%
066,City of Bogalusa School District,066008,Pleasant Hill Elementary School                   ,14.41%,<5%,<5%,<5%
066,City of Bogalusa School District,066009,Superior Avenue Elementary School                 ,16.67%,<5%,<5%,<5%
067,Zachary Community School District,067001,Northwestern Elementary School                    ,<5%,<5%,<5%,<5%
067,Zachary Community School District,067002,Northwestern Middle School                        ,10.94%,<5%,<5%,<5%
067,Zachary Community School District,067003,Zachary Elementary School                         ,<5%,<5%,<5%,<5%
067,Zachary Community School District,067004,Zachary High School                               ,16.86%,<5%,<5%,<5%
067,Zachary Community School District,067006,Copper Mill Elementary School                     ,<5%,<5%,<5%,<5%
067,Zachary Community School District,067008,Zachary Early Learning Center                     ,<5%,<5%,<5%,<5%
067,Zachary Community School District,067009,Port Hudson Career Academy                        ,<5%,6.56%,63.11%,5.74%
067,Zachary Community School District,067010,Rollins Place Elementary                          ,<5%,<5%,<5%,<5%
068,City of Baker School District,068001,Baker Heights Elementary School                   ,<5%,<5%,<5%,<5%
068,City of Baker School District,068002,Baker High School                                 ,38.72%,<5%,<5%,<5%
068,City of Baker School District,068003,Baker Middle School                               ,32.09%,<5%,19.61%,<5%
068,City of Baker School District,068004,Bakerfield Elementary School                      ,19.11%,<5%,<5%,<5%
069,Central Community School District,069001,Bellingrath Hills Elementary School               ,<5%,<5%,<5%,<5%
069,Central Community School District,069002,Tanglewood Elementary School                      ,<5%,<5%,<5%,<5%
069,Central Community School District,069003,Central Middle School                             ,16.47%,<5%,<5%,<5%
069,Central Community School District,069004,Central High School                               ,16.22%,<5%,<5%,<5%
069,Central Community School District,069006,Central Intermediate School                       ,6.34%,<5%,<5%,<5%
300,RSD-New Beginnings Schools Foundation,300001,Pierre A. Capdau Learning Academy                 ,<5%,<5%,15.88%,<5%
300,RSD-New Beginnings Schools Foundation,300002,Nelson Elementary School                          ,7.94%,<5%,14.98%,<5%
300,RSD-New Beginnings Schools Foundation,300003,Lake Area New Tech Early College High School      ,<5%,<5%,17.02%,<5%
300,RSD-New Beginnings Schools Foundation,300004,Gentilly Terrace Elementary School                ,<5%,<5%,14.55%,<5%
304,LA Schools for the Deaf and the Visually Impaired,304001,Louisiana School for the Deaf                     ,<5%,<5%,7.91%,<5%
304,LA Schools for the Deaf and the Visually Impaired,304002,Louisiana School for the Visually Impaired        ,<5%,<5%,<5%,<5%
319,Southern University Lab School,319001,Southern University Lab School                    ,<5%,<5%,<5%,<5%
321,New Vision Learning Academy,321001,New Vision Learning Academy                       ,<5%,<5%,6.62%,<5%
322,A.E. Phillips Laboratory School,322001,A. E. Phillips Laboratory School                  ,<5%,<5%,<5%,<5%
323,Grambling State Lab Schools,323001,A. J. Brown Elementary School                     ,<5%,<5%,<5%,<5%
323,Grambling State Lab Schools,323002,Grambling State University Lab High School        ,<5%,<5%,<5%,<5%
323,Grambling State Lab Schools,323003,Grambling State University Middle School          ,<5%,<5%,<5%,<5%
328,"Southwest Louisiana Charter Acad. Foundation, Inc.",328001,Southwest Louisiana Charter School                ,<5%,<5%,5.9%,<5%
329,V. B. Glencoe Charter School,329001,V. B. Glencoe Charter School                      ,<5%,<5%,<5%,<5%
333,Avoyelles Public Charter School,333001,Avoyelles Public Charter School                   ,<5%,<5%,<5%,<5%
334,New Orleans Center for Creative Arts,334001,New Orleans Center for Creative Arts              ,<5%,<5%,5.04%,<5%
336,Delhi Charter School,336001,Delhi Charter School                              ,<5%,<5%,<5%,<5%
339,Milestone SABIS Academy of New Orleans,339001,Milestone SABIS Academy of New Orleans            ,7.57%,<5%,21.71%,<5%
340,The MAX Charter School,340001,The MAX Charter School                            ,<5%,<5%,<5%,<5%
341,D'Arbonne Woods Charter School,341001,D'Arbonne Woods Charter School                    ,<5%,<5%,<5%,<5%
346,"Lake Charles Charter Academy Foundation, Inc.",346001,Lake Charles Charter Academy                      ,<5%,<5%,8.37%,<5%
348,New Orleans Military/Maritime Academy,348001,New Orleans Military/Maritime Academy             ,19.28%,<5%,35.74%,<5%
360,RSD-Educators for Quality Alternatives,360001,The NET Charter High School                       ,<5%,<5%,25.7%,<5%
362,"RSD-Future Is Now Schools: New Orleans, Inc.",362001,John McDonogh High School                         ,6.63%,<5%,12.29%,<5%
363,RSD-Crescent City Schools,363001,Harriet Tubman Charter School                     ,<5%,<5%,<5%,<5%
364,RSD-Community Leaders Advocating Student Success,364001,Fannie C. Williams Charter School                 ,10.55%,<5%,13.23%,<5%
367,RSD-Spirit of Excellence Academy,367001,Edgar P. Harney Spirit of Excellence Academy      ,<5%,<5%,22.7%,<5%
368,RSD-Morris Jeff Community School,368001,Morris Jeff Community School                      ,<5%,<5%,<5%,<5%
369,"RSD-ReNEW-Reinventing Education, Inc.",369001,Batiste Cultural Arts Academy at Live Oak Elem    ,<5%,<5%,28.1%,<5%
369,"RSD-ReNEW-Reinventing Education, Inc.",369002,SciTech Academy at Laurel Elementary              ,12.08%,<5%,9.77%,<5%
369,"RSD-ReNEW-Reinventing Education, Inc.",369003,Reed Elementary School                            ,<5%,<5%,15.49%,<5%
369,"RSD-ReNEW-Reinventing Education, Inc.",369004,"ReNEW Accelerated High School, City Park Campus   ",11.91%,<5%,22.02%,<5%
369,"RSD-ReNEW-Reinventing Education, Inc.",369005,"ReNEW Accelerated High School, West Bank Campus   ",9.06%,<5%,19.62%,<5%
371,"RSD-Shreveport Charter School, Inc.",371001,Linwood Public Charter School                     ,<5%,<5%,11.57%,<5%
373,RSD-Arise Academy,373001,Arise Academy                                     ,<5%,<5%,<5%,<5%
374,RSD-Success Preparatory Academy,374001,Success Preparatory Academy                       ,<5%,<5%,15.35%,<5%
375,RSD-Benjamin E. Mays Preparatory School,375001,Benjamin E. Mays Preparatory School               ,<5%,<5%,<5%,<5%
376,RSD-Pride College Preparatory Academy,376001,Pride College Preparatory Academy                 ,12.99%,<5%,6.5%,<5%
380,"RSD-Intercultural Charter School Board, Inc.",380001,The Intercultural Charter School                  ,<5%,<5%,10.77%,<5%
381,RSD-Akili Academy of New Orleans,381001,Akili Academy of New Orleans                      ,<5%,<5%,10.55%,<5%
382,RSD-Collegiate Academies,382001,Sci Academy                                       ,<5%,<5%,58.39%,<5%
382,RSD-Collegiate Academies,382002,G. W. Carver Collegiate Academy                   ,<5%,<5%,68.85%,<5%
382,RSD-Collegiate Academies,382003,G. W. Carver Preparatory Academy                  ,<5%,<5%,61.36%,6.82%
384,RSD-Miller-McCoy Academy for Math and Business,384001,Miller-McCoy Academy for Mathematics and Business ,8.74%,<5%,22.2%,<5%
385,RSD-New Orleans College Preparatory Academies,385001,Sylvanie Williams College Prep                    ,<5%,<5%,9.65%,<5%
385,RSD-New Orleans College Preparatory Academies,385002,Cohen College Prep                                ,<5%,<5%,46.39%,<5%
388,RSD-Broadmoor Charter School Board,388001,Andrew H. Wilson Charter School                   ,<5%,<5%,11.83%,<5%
389,RSD-Pelican Educational Foundation,389002,Kenilworth Science and Technology Charter School  ,34.15%,<5%,16.32%,<5%
390,RSD-Dryades YMCA,390001,James M. Singleton Charter School                 ,<5%,<5%,22.38%,<5%
391,RSD-Friends of King,391001,Dr. Martin Luther King Charter School for Sci/Tech,<5%,<5%,5.13%,<5%
391,RSD-Friends of King,391002,Joseph A. Craig Charter School                    ,7.88%,<5%,5.42%,<5%
392,RSD-New Orleans Charter Schools Foundation,392001,McDonogh City Park Academy                        ,<5%,<5%,13.83%,<5%
393,RSD-Choice Foundation,393001,Lafayette Academy                                 ,7.82%,<5%,18.46%,<5%
393,RSD-Choice Foundation,393002,Esperanza Charter School                          ,<5%,<5%,<5%,<5%
393,RSD-Choice Foundation,393003,McDonogh 42 Charter School                        ,<5%,<5%,21.63%,<5%
396,Recovery School District-LDE,396003,Benjamin Banneker Elementary School               ,<5%,<5%,7.36%,<5%
396,Recovery School District-LDE,396004,Walter L. Cohen High School                       ,<5%,<5%,27.27%,<5%
396,Recovery School District-LDE,396009,Paul B. Habans Elementary School                  ,<5%,<5%,11.08%,<5%
396,Recovery School District-LDE,396010,Murray Henderson Elementary School                ,<5%,<5%,<5%,<5%
396,Recovery School District-LDE,396012,James Weldon Johnson School                       ,<5%,<5%,11.18%,<5%
396,Recovery School District-LDE,396017,Sarah Towles Reed Senior High School              ,<5%,<5%,17.54%,<5%
396,Recovery School District-LDE,396019,A.P. Tureaud Elementary School                    ,<5%,<5%,<5%,<5%
396,Recovery School District-LDE,396026,G.W. Carver High School                           ,<5%,<5%,45.45%,<5%
396,Recovery School District-LDE,396031,L. B. Landry High School                          ,16.57%,<5%,28.4%,<5%
396,Recovery School District-LDE,396034,H.C. Schaumburg Elementary School                 ,<5%,<5%,12.44%,<5%
396,Recovery School District-LDE,396037,Mary D. Coghill Elementary School                 ,<5%,<5%,<5%,<5%
396,Recovery School District-LDE,396200,St. Helena Central Middle School                  ,8.36%,<5%,11.98%,<5%
396,Recovery School District-LDE,396201,Linear Leadership Academy                         ,7.91%,<5%,32.2%,<5%
396,Recovery School District-LDE,396202,Capitol High School                               ,<5%,<5%,33.87%,<5%
396,Recovery School District-LDE,396203,Abramson Science and Technology School            ,<5%,<5%,<5%,<5%
396,Recovery School District-LDE,396204,Istrouma Senior High School                       ,37.98%,<5%,<5%,<5%
396,Recovery School District-LDE,396205,Glen Oaks Middle School                           ,<5%,<5%,30.17%,<5%
396,Recovery School District-LDE,396206,Prescott Middle School                            ,60.97%,<5%,<5%,<5%
396,Recovery School District-LDE,396207,Pointe Coupee Central High School                 ,12.27%,<5%,33.57%,<5%
396,Recovery School District-LDE,396208,Dalton Elementary School                          ,8.91%,<5%,22.41%,<5%
396,Recovery School District-LDE,396209,Lanier Elementary School                          ,7.86%,<5%,27.52%,<5%
396,Recovery School District-LDE,396210,Crestworth Middle School                          ,10.42%,<5%,45.42%,<5%
397,RSD-Institute for Academic Excellence,397001,Sophie B. Wright Learning Academy                 ,14.6%,<5%,19.92%,<5%
398,RSD-Knowledge is Power Program (KIPP) N.O.,398001,KIPP Believe College Prep (Phillips)              ,<5%,<5%,10.36%,<5%
398,RSD-Knowledge is Power Program (KIPP) N.O.,398002,KIPP McDonogh 15 School for the Creative Arts     ,<5%,<5%,11.67%,<5%
398,RSD-Knowledge is Power Program (KIPP) N.O.,398003,KIPP Central City Academy                         ,<5%,<5%,15.09%,<5%
398,RSD-Knowledge is Power Program (KIPP) N.O.,398004,KIPP Central City Primary                         ,<5%,<5%,<5%,<5%
398,RSD-Knowledge is Power Program (KIPP) N.O.,398005,KIPP Renaissance High School                      ,<5%,<5%,36.99%,<5%
398,RSD-Knowledge is Power Program (KIPP) N.O.,398006,KIPP New Orleans Leadership Academy               ,<5%,<5%,21.17%,<5%
399,"RSD-FirstLine Schools, Inc.",399001,Samuel J. Green Charter School                    ,<5%,<5%,14.78%,<5%
399,"RSD-FirstLine Schools, Inc.",399002,Arthur Ashe Charter School                        ,6.77%,<5%,11.35%,<5%
399,"RSD-FirstLine Schools, Inc.",399003,Joseph S. Clark Preparatory High School           ,13.1%,<5%,46.36%,<5%
399,"RSD-FirstLine Schools, Inc.",399004,John Dibert Community School                      ,8.25%,<5%,25.35%,<5%
399,"RSD-FirstLine Schools, Inc.",399005,Langston Hughes Charter Academy                   ,<5%,<5%,9.76%,<5%
